Unnamed: 0,_id,iterationName,gameid,time,assignmentId,leftTarget,rightTarget,trialNum,turnNum,repNum,trialScore,cumulativeScore,cumulativeBonus,eventType,practice,individualPracticeAttempts,flagged,time_final_block,total_block_duration,total_chat_duration,total_duration,diff
9,5ef790cace2f7f58fcd0a962,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593282762194.0,32EYX73OY49GNJOD0YLK3713S84RUF,L,Pi,7.0,0,2,87,678,0.44,endTrial,False,,False,222655.0,72952.0,139079.0,212031.0,10624.0
10,5ef79191ce2f7f58fcd0a988,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593282961024.0,32EYX73OY49GNJOD0YLK3713S84RUF,C,Pi,8.0,0,2,100,778,0.54,endTrial,False,,False,192959.0,48040.0,130412.0,178452.0,14507.0
11,5ef79265ce2f7f58fcd0a999,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593283173555.0,32EYX73OY49GNJOD0YLK3713S84RUF,Pi,C,9.0,0,3,100,878,0.64,endTrial,False,,False,206520.0,67837.0,127467.0,195304.0,11216.0
12,5ef792fcce2f7f58fcd0a9aa,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593283324396.0,32EYX73OY49GNJOD0YLK3713S84RUF,Pi,L,10.0,0,3,100,978,0.74,endTrial,False,,False,144713.0,37230.0,95750.0,132980.0,11733.0
13,5ef79389ce2f7f58fcd0a9bb,pilot0,2391-2f396ec8-517f-4681-b366-51f930bcac22,1593283465510.0,32EYX73OY49GNJOD0YLK3713S84RUF,C,L,11.0,0,3,100,1078,0.84,endTrial,False,,False,134854.0,28967.0,94143.0,123110.0,11744.0
0,5ef78436ce2f7f58fcd0a374,pilot0,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,1593279542898.0,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,horizontal,vertical,,0,practice,25,0,0.0,endTrial,True,,False,,,,,
1,5ef78468ce2f7f58fcd0a381,pilot0,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,1593279592011.0,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,horizontal,vertical,,0,practice,75,0,0.0,endTrial,True,,False,,,,,
2,5ef7849cce2f7f58fcd0a38e,pilot0,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,1593279644074.0,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,horizontal,vertical,,0,practice,100,0,0.0,endTrial,True,,False,,,,,
3,5ef7857cce2f7f58fcd0a3cb,pilot0,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,1593279868166.0,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,L,C,0.0,0,0,81,81,0.06,endTrial,False,,False,218774.0,70204.0,123637.0,193841.0,24933.0
4,5ef7867dce2f7f58fcd0a41c,pilot0,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,1593280125007.0,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,C,Pi,1.0,0,0,81,162,0.12,endTrial,False,,False,251535.0,58453.0,149130.0,207583.0,43952.0
5,5ef78716ce2f7f58fcd0a46d,pilot0,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,1593280278995.0,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,L,Pi,2.0,0,0,68,230,0.13,endTrial,False,,False,148629.0,45948.0,97323.0,143271.0,5358.0
6,5ef787dece2f7f58fcd0a4e8,pilot0,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,1593280478331.0,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,Pi,L,3.0,0,1,50,280,0.13,endTrial,False,,False,194034.0,47983.0,134859.0,182842.0,11192.0
7,5ef788d7ce2f7f58fcd0a5ad,pilot0,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,1593280727622.0,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,Pi,C,4.0,0,1,37,317,0.13,endTrial,False,,False,244138.0,93714.0,146307.0,240021.0,4117.0
8,5ef789a3ce2f7f58fcd0a63b,pilot0,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,1593280931660.0,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,C,L,5.0,0,1,62,379,0.15,endTrial,False,,False,198892.0,72162.0,122029.0,194191.0,4701.0
9,5ef789e6ce2f7f58fcd0a663,pilot0,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,1593280998250.0,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,L,Pi,6.0,0,2,43,422,0.15,endTrial,False,,False,61258.0,20266.0,41034.0,61300.0,-42.0
10,5ef789ffce2f7f58fcd0a67c,pilot0,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,1593281023771.0,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,C,Pi,7.0,0,2,31,453,0.15,endTrial,False,,False,20255.0,12448.0,7767.0,20215.0,40.0
11,5ef78a16ce2f7f58fcd0a693,pilot0,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,1593281046482.0,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,L,C,8.0,0,2,31,484,0.15,endTrial,False,,False,17532.0,12749.0,4700.0,17449.0,83.0
12,5ef78a2fce2f7f58fcd0a6ab,pilot0,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,1593281071952.0,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,C,L,9.0,0,3,12,496,0.15,endTrial,False,,False,20268.0,15937.0,4223.0,20160.0,108.0
13,5ef78a4ece2f7f58fcd0a6be,pilot0,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,1593281102169.0,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,Pi,C,10.0,0,3,25,521,0.15,endTrial,False,,False,24898.0,17574.0,7378.0,24952.0,-54.0
14,5ef78a61ce2f7f58fcd0a6d0,pilot0,2461-b9a83dc7-d6fc-4939-a889-9d4739a87dc6,1593281121307.0,338JKRMM2AZJJGWCYOSZP2N3YWEHAW,Pi,L,11.0,0,3,43,564,0.15,endTrial,False,,False,13905.0,9649.0,4210.0,13859.0,46.0
0,5ef783ecce2f7f58fcd0a363,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593279468265.0,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,vertical,horizontal,,0,practice,100,0,0.0,endTrial,True,,False,,,,,
1,5ef78546ce2f7f58fcd0a3c0,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593279814622.0,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,C,Pi,0.0,0,0,93,93,0.06,endTrial,False,,False,341003.0,62663.0,241581.0,304244.0,36759.0
2,5ef78607ce2f7f58fcd0a3f1,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593280007856.0,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,L,Pi,1.0,0,0,100,193,0.16,endTrial,False,,False,187256.0,55322.0,122274.0,177596.0,9660.0
3,5ef7869bce2f7f58fcd0a42b,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593280155026.0,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,L,C,2.0,0,0,100,293,0.26,endTrial,False,,False,140893.0,48222.0,87127.0,135349.0,5544.0
4,5ef786ebce2f7f58fcd0a456,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593280235301.0,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,C,L,3.0,0,1,100,393,0.36,endTrial,False,,False,73724.0,35581.0,35835.0,71416.0,2308.0
5,5ef7873fce2f7f58fcd0a484,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593280319186.0,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,Pi,L,4.0,0,1,100,493,0.46,endTrial,False,,False,77076.0,31706.0,43642.0,75348.0,1728.0
6,5ef7877cce2f7f58fcd0a4a2,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593280380876.0,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,Pi,C,5.0,0,1,100,593,0.55,endTrial,False,,False,54148.0,32688.0,21269.0,53957.0,191.0
7,5ef787b0ce2f7f58fcd0a4c0,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593280432722.0,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,C,Pi,6.0,0,2,100,693,0.65,endTrial,False,,False,44199.0,27192.0,16765.0,43957.0,242.0
8,5ef787e6ce2f7f58fcd0a4ef,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593280486038.0,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,L,C,7.0,0,2,100,793,0.75,endTrial,False,,False,44374.0,31035.0,13174.0,44209.0,165.0
9,5ef7880cce2f7f58fcd0a510,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593280524601.0,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,L,Pi,8.0,0,2,100,893,0.85,endTrial,False,,False,30026.0,21288.0,8515.0,29803.0,223.0
10,5ef78835ce2f7f58fcd0a52c,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593280565100.0,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,Pi,C,9.0,0,3,100,993,0.95,endTrial,False,,False,31325.0,23350.0,7615.0,30965.0,360.0
11,5ef7885cce2f7f58fcd0a54e,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593280604867.0,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,Pi,L,10.0,0,3,100,1093,1.05,endTrial,False,,False,30432.0,23700.0,6491.0,30191.0,241.0
12,5ef7888cce2f7f58fcd0a574,pilot0,3224-ea79f879-98a3-43a8-8976-f941c8b8790d,1593280652652.0,3VHP9MDGRRKNYZ24NC0QSC1EIKMCFV,C,L,11.0,0,3,100,1193,1.15,endTrial,False,,False,37584.0,23247.0,13987.0,37234.0,350.0
0,5ef7863ece2f7f58fcd0a403,pilot0,3300-92747c2e-ca2a-48cd-996a-54fde9f489be,1593280062636.0,3UXUOQ9OKIXMQRQ0LF6NYPY9KTIA7N,vertical,horizontal,,0,practice,25,0,0.0,endTrial,True,,False,,,,,
1,5ef78669ce2f7f58fcd0a412,pilot0,3300-92747c2e-ca2a-48cd-996a-54fde9f489be,1593280105795.0,3UXUOQ9OKIXMQRQ0LF6NYPY9KTIA7N,vertical,horizontal,,0,practice,100,0,0.0,endTrial,True,,False,,,,,
2,5ef78720ce2f7f58fcd0a471,pilot0,3300-92747c2e-ca2a-48cd-996a-54fde9f489be,1593280288533.0,3UXUOQ9OKIXMQRQ0LF6NYPY9KTIA7N,C,Pi,0.0,0,0,100,100,0.1,endTrial,False,,False,175824.0,75966.0,48903.0,124869.0,50955.0
3,5ef787b5ce2f7f58fcd0a4c8,pilot0,3300-92747c2e-ca2a-48cd-996a-54fde9f489be,1593280437909.0,3UXUOQ9OKIXMQRQ0LF6NYPY9KTIA7N,L,Pi,1.0,0,0,93,193,0.16,endTrial,False,,False,143464.0,63044.0,46751.0,109795.0,33669.0
4,5ef78826ce2f7f58fcd0a523,pilot0,3300-92747c2e-ca2a-48cd-996a-54fde9f489be,1593280550174.0,3UXUOQ9OKIXMQRQ0LF6NYPY9KTIA7N,L,C,2.0,0,0,100,293,0.26,endTrial,False,,False,105979.0,64394.0,25506.0,89900.0,16079.0
5,5ef7888cce2f7f58fcd0a575,pilot0,3300-92747c2e-ca2a-48cd-996a-54fde9f489be,1593280652842.0,3UXUOQ9OKIXMQRQ0LF6NYPY9KTIA7N,Pi,C,3.0,0,1,100,393,0.36,endTrial,False,,False,94632.0,57070.0,26059.0,83129.0,11503.0
6,5ef788dcce2f7f58fcd0a5b2,pilot0,3300-92747c2e-ca2a-48cd-996a-54fde9f489be,1593280732458.0,3UXUOQ9OKIXMQRQ0LF6NYPY9KTIA7N,Pi,L,4.0,0,1,100,493,0.46,endTrial,False,,False,71448.0,45776.0,23592.0,69368.0,2080.0
7,5ef7892ace2f7f58fcd0a5e7,pilot0,3300-92747c2e-ca2a-48cd-996a-54fde9f489be,1593280810297.0,3UXUOQ9OKIXMQRQ0LF6NYPY9KTIA7N,C,L,5.0,0,1,100,593,0.55,endTrial,False,,False,69234.0,41825.0,25813.0,67638.0,1596.0
8,5ef7897cce2f7f58fcd0a61e,pilot0,3300-92747c2e-ca2a-48cd-996a-54fde9f489be,1593280892398.0,3UXUOQ9OKIXMQRQ0LF6NYPY9KTIA7N,C,Pi,6.0,0,2,100,693,0.65,endTrial,False,,False,72539.0,39300.0,21722.0,61022.0,11517.0
9,5ef789c2ce2f7f58fcd0a648,pilot0,3300-92747c2e-ca2a-48cd-996a-54fde9f489be,1593280962373.0,3UXUOQ9OKIXMQRQ0LF6NYPY9KTIA7N,L,Pi,7.0,0,2,100,793,0.75,endTrial,False,,False,59180.0,36541.0,18516.0,55057.0,4123.0
10,5ef789f7ce2f7f58fcd0a670,pilot0,3300-92747c2e-ca2a-48cd-996a-54fde9f489be,1593281015381.0,3UXUOQ9OKIXMQRQ0LF6NYPY9KTIA7N,L,C,8.0,0,2,100,893,0.85,endTrial,False,,False,41092.0,28635.0,11850.0,40485.0,607.0
11,5ef78a45ce2f7f58fcd0a6b4,pilot0,3300-92747c2e-ca2a-48cd-996a-54fde9f489be,1593281093947.0,3UXUOQ9OKIXMQRQ0LF6NYPY9KTIA7N,Pi,L,9.0,0,3,100,993,0.95,endTrial,False,,False,65951.0,34690.0,26775.0,61465.0,4486.0
12,5ef78a80ce2f7f58fcd0a6de,pilot0,3300-92747c2e-ca2a-48cd-996a-54fde9f489be,1593281152617.0,3UXUOQ9OKIXMQRQ0LF6NYPY9KTIA7N,C,L,10.0,0,3,100,1093,1.05,endTrial,False,,False,44859.0,33543.0,9156.0,42699.0,2160.0
13,5ef78ab9ce2f7f58fcd0a704,pilot0,3300-92747c2e-ca2a-48cd-996a-54fde9f489be,1593281209841.0,3UXUOQ9OKIXMQRQ0LF6NYPY9KTIA7N,Pi,C,11.0,0,3,100,1193,1.15,endTrial,False,,False,43642.0,30662.0,10101.0,40763.0,2879.0
0,5ef78661ce2f7f58fcd0a40f,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593280097113.0,3EICBYG648W331O062RB7AT6BR3CJY,horizontal,vertical,,0,practice,50,0,0.0,endTrial,True,,False,,,,,
1,5ef786ebce2f7f58fcd0a455,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593280235147.0,3EICBYG648W331O062RB7AT6BR3CJY,horizontal,vertical,,0,practice,25,0,0.0,endTrial,True,,False,,,,,
2,5ef7875dce2f7f58fcd0a48d,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593280349895.0,3EICBYG648W331O062RB7AT6BR3CJY,horizontal,vertical,,0,practice,100,0,0.0,endTrial,True,,False,,,,,
3,5ef788afce2f7f58fcd0a589,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593280687504.0,3EICBYG648W331O062RB7AT6BR3CJY,C,Pi,0.0,0,0,100,100,0.1,endTrial,False,,False,330596.0,88405.0,208183.0,296588.0,34008.0
4,5ef7899dce2f7f58fcd0a636,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593280925741.0,3EICBYG648W331O062RB7AT6BR3CJY,L,C,1.0,0,0,100,200,0.2,endTrial,False,,False,230640.0,77307.0,142826.0,220133.0,10507.0
5,5ef78ae8ce2f7f58fcd0a71d,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593281256958.0,3EICBYG648W331O062RB7AT6BR3CJY,L,Pi,2.0,0,0,93,293,0.26,endTrial,False,,False,326201.0,75562.0,155923.0,231485.0,94716.0
6,5ef78bdece2f7f58fcd0a77c,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593281502385.0,3EICBYG648W331O062RB7AT6BR3CJY,Pi,L,3.0,0,1,93,386,0.32,endTrial,False,,False,240386.0,79329.0,148890.0,228219.0,12167.0
7,5ef78d1cce2f7f58fcd0a7d2,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593281820390.0,3EICBYG648W331O062RB7AT6BR3CJY,Pi,C,4.0,0,1,87,473,0.38,endTrial,False,,False,313025.0,77684.0,172019.0,249703.0,63322.0
8,5ef78d9fce2f7f58fcd0a7ef,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593281951661.0,3EICBYG648W331O062RB7AT6BR3CJY,C,L,5.0,0,1,100,573,0.48,endTrial,False,,False,124536.0,48036.0,68237.0,116273.0,8263.0
9,5ef78e2bce2f7f58fcd0a81a,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593282091957.0,3EICBYG648W331O062RB7AT6BR3CJY,L,Pi,6.0,0,2,100,673,0.57,endTrial,False,,False,132743.0,53388.0,70788.0,124176.0,8567.0
10,5ef78ebcce2f7f58fcd0a84b,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593282236690.0,3EICBYG648W331O062RB7AT6BR3CJY,L,C,7.0,0,2,100,773,0.68,endTrial,False,,False,136576.0,50663.0,73309.0,123972.0,12604.0
11,5ef78f28ce2f7f58fcd0a881,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593282344297.0,3EICBYG648W331O062RB7AT6BR3CJY,C,Pi,8.0,0,2,100,873,0.77,endTrial,False,,False,98566.0,42501.0,48316.0,90817.0,7749.0
12,5ef78f91ce2f7f58fcd0a8b9,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593282449491.0,3EICBYG648W331O062RB7AT6BR3CJY,Pi,C,9.0,0,3,100,973,0.87,endTrial,False,,False,95544.0,35490.0,51930.0,87420.0,8124.0
13,5ef79002ce2f7f58fcd0a8fc,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593282562340.0,3EICBYG648W331O062RB7AT6BR3CJY,Pi,L,10.0,0,3,100,1073,0.97,endTrial,False,,False,102837.0,42911.0,50354.0,93265.0,9572.0
14,5ef79061ce2f7f58fcd0a93a,pilot0,3878-afb0aafe-768b-485b-9e69-251a58fcf3ff,1593282657586.0,3EICBYG648W331O062RB7AT6BR3CJY,C,L,11.0,0,3,100,1173,1.07,endTrial,False,,False,84088.0,30848.0,45062.0,75910.0,8178.0
0,5ef786cece2f7f58fcd0a447,pilot0,7109-2ef42705-61df-4552-a6ce-e9e6966dd760,1593280206940.0,30H4UDGLT6ICYY3PE4Q972KUE4DPMT,vertical,horizontal,,0,practice,100,0,0.0,endTrial,True,,False,,,,,
1,5ef78851ce2f7f58fcd0a544,pilot0,7109-2ef42705-61df-4552-a6ce-e9e6966dd760,1593280593964.0,30H4UDGLT6ICYY3PE4Q972KUE4DPMT,C,Pi,0.0,0,0,68,68,0.02,endTrial,False,,False,381660.0,124138.0,221330.0,345468.0,36192.0
2,5ef78958ce2f7f58fcd0a608,pilot0,7109-2ef42705-61df-4552-a6ce-e9e6966dd760,1593280856562.0,30H4UDGLT6ICYY3PE4Q972KUE4DPMT,L,C,1.0,0,0,81,149,0.08,endTrial,False,,False,257104.0,96401.0,142841.0,239242.0,17862.0
3,5ef78a05ce2f7f58fcd0a681,pilot0,7109-2ef42705-61df-4552-a6ce-e9e6966dd760,1593281029534.0,30H4UDGLT6ICYY3PE4Q972KUE4DPMT,L,Pi,2.0,0,0,100,249,0.18,endTrial,False,,False,167086.0,58965.0,74003.0,132968.0,34118.0
4,5ef78a8ace2f7f58fcd0a6e6,pilot0,7109-2ef42705-61df-4552-a6ce-e9e6966dd760,1593281162419.0,30H4UDGLT6ICYY3PE4Q972KUE4DPMT,C,L,3.0,0,1,100,349,0.28,endTrial,False,,False,126679.0,47579.0,62048.0,109627.0,17052.0
5,5ef78ac8ce2f7f58fcd0a70d,pilot0,7109-2ef42705-61df-4552-a6ce-e9e6966dd760,1593281224898.0,30H4UDGLT6ICYY3PE4Q972KUE4DPMT,Pi,C,4.0,0,1,100,449,0.38,endTrial,False,,False,56169.0,36194.0,19791.0,55985.0,184.0
6,5ef78afdce2f7f58fcd0a728,pilot0,7109-2ef42705-61df-4552-a6ce-e9e6966dd760,1593281277384.0,30H4UDGLT6ICYY3PE4Q972KUE4DPMT,Pi,L,5.0,0,1,100,549,0.48,endTrial,False,,False,45822.0,28451.0,17068.0,45519.0,303.0
7,5ef78b5cce2f7f58fcd0a744,pilot0,7109-2ef42705-61df-4552-a6ce-e9e6966dd760,1593281372659.0,30H4UDGLT6ICYY3PE4Q972KUE4DPMT,L,Pi,6.0,0,2,100,649,0.57,endTrial,False,,False,88346.0,28834.0,35968.0,64802.0,23544.0
